OrderID,OrderDate,ShipDate,CustomerName,Segment,Region,Category,Product,Quantity,Discount,Sales,Profit,ShipMode,ShippingDays,OrderMonth,ProfitMargin
ORD-11157,2025-05-24,2025-05-27,Neha Gupta,Small Business,West,Clothing,Formal Shirt,1,0.0,967.0,241.75,Express,3,2025-05,0.25
ORD-11158,2025-05-13,2025-05-15,Arjun Verma,Consumer,East,Furniture,Sofa,3,0.0,64590.0,11626.2,Express,2,2025-05,0.18
ORD-11159,2025-11-18,2025-11-23,Saanvi Singh,Consumer,East,Groceries,Beverages,2,0.2,2118.4,-0.0,Standard,5,2025-11,-0.0
ORD-11160,2024-11-03,2024-11-07,Ananya Kapoor,Consumer,Central,Clothing,T-Shirt,3,0.0,3042.0,760.5,Standard,4,2024-11,0.25
ORD-11161,2024-03-30,2024-04-01,Tanvi Kapoor,Consumer,East,Groceries,Snacks Combo,4,0.15,4511.8,90.24,Express,2,2024-03,0.02
ORD-11162,2024-10-04,2024-10-11,Kavya Mehta,Small Business,North,Furniture,Bookshelf,5,0.0,76590.0,13786.2,Express,7,2024-10,0.18
ORD-11163,2024-04-20,2024-04-23,Arjun Gupta,Consumer,East,Clothing,Jacket,1,0.05,2152.7,495.12,Standard,3,2024-04,0.23
ORD-11164,2025-12-07,2025-12-09,Vihaan Singh,Small Business,Central,Furniture,Office Chair,3,0.0,35907.0,6463.26,Standard,2,2025-12,0.18
ORD-11165,2024-02-09,2024-02-15,Kabir Khan,Corporate,North,Beauty,Makeup Kit,1,0.15,818.55,130.97,Standard,6,2024-02,0.16
ORD-11166,2024-10-07,2024-10-11,Rohan Khan,Consumer,West,Furniture,Sofa,3,0.0,20031.0,3605.58,Express,4,2024-10,0.18
ORD-11167,2025-02-12,2025-02-19,Saanvi Iyer,Consumer,East,Clothing,Jeans,3,0.2,1687.2,286.82,Standard,7,2025-02,0.17
ORD-11168,2025-01-31,2025-02-05,Neha Sharma,Corporate,Central,Groceries,Rice Pack,3,0.15,3503.7,70.07,Express,5,2025-01,0.02
ORD-11169,2025-11-15,2025-11-17,Vihaan Gupta,Consumer,South,Furniture,Sofa,4,0.15,55420.0,6650.4,Standard,2,2025-11,0.12
ORD-11170,2024-03-05,2024-03-10,Vihaan Kapoor,Consumer,West,Clothing,T-Shirt,2,0.0,7560.0,1890.0,Standard,5,2024-03,0.25
ORD-11171,2024-07-20,2024-07-27,Rahul Khan,Consumer,West,Electronics,Smartwatch,3,0.1,90093.6,7207.49,Standard,7,2024-07,0.08
ORD-11172,2024-04-25,2024-05-01,Kavya Patel,Consumer,West,Beauty,Perfume,1,0.05,308.75,61.75,Express,6,2024-04,0.2
ORD-11173,2025-03-26,2025-04-01,Aarav Khan,Consumer,North,Electronics,Smartwatch,3,0.2,85917.6,3436.7,Standard,6,2025-03,0.04
ORD-11174,2024-08-26,2024-08-31,Kavya Joshi,Consumer,East,Groceries,Cooking Oil,1,0.0,910.0,72.8,Standard,5,2024-08,0.08
ORD-11175,2025-12-13,2025-12-16,Diya Chatterjee,Consumer,North,Electronics,Smartwatch,3,0.15,14833.35,890.0,Express,3,2025-12,0.06
ORD-11176,2025-11-28,2025-12-03,Meera Gupta,Consumer,North,Furniture,Sofa,1,0.1,6355.8,889.81,Standard,5,2025-11,0.14
ORD-11177,2025-01-25,2025-01-28,Kabir Joshi,Consumer,West,Electronics,Smartphone,4,0.15,51724.2,3103.45,Standard,3,2025-01,0.06
ORD-11178,2025-02-11,2025-02-16,Priya Patel,Consumer,East,Groceries,Beverages,2,0.15,1144.1,22.88,Standard,5,2025-02,0.02
ORD-11179,2024-08-25,2024-09-01,Diya Nair,Corporate,West,Groceries,Rice Pack,1,0.0,691.0,55.28,Standard,7,2024-08,0.08
ORD-11180,2025-06-10,2025-06-15,Meera Chatterjee,Consumer,South,Furniture,Study Table,4,0.0,60616.0,10910.88,Standard,5,2025-06,0.18
ORD-11181,2024-07-24,2024-07-30,Kavya Iyer,Consumer,East,Electronics,Laptop,3,0.0,94254.0,11310.48,Express,6,2024-07,0.12
ORD-11182,2024-11-18,2024-11-20,Neha Khan,Corporate,West,Clothing,T-Shirt,4,0.0,9896.0,2474.0,Same Day,2,2024-11,0.25
ORD-11183,2024-04-07,2024-04-08,Tanvi Singh,Consumer,West,Beauty,Perfume,3,0.0,6276.0,1380.72,Standard,1,2024-04,0.22
ORD-11184,2025-11-30,2025-12-02,Vivaan Chatterjee,Consumer,North,Clothing,Jeans,5,0.0,3350.0,837.5,Standard,2,2025-11,0.25
ORD-11185,2024-04-16,2024-04-17,Neha Patel,Corporate,South,Beauty,Skincare Kit,2,0.0,5998.0,1319.56,Standard,1,2024-04,0.22
ORD-11186,2024-10-30,2024-11-06,Kabir Gupta,Small Business,North,Furniture,Bed Frame,5,0.05,45429.0,7268.64,Standard,7,2024-10,0.16
ORD-11187,2025-11-19,2025-11-22,Diya Joshi,Consumer,Central,Electronics,Laptop,4,0.0,100932.0,12111.84,Standard,3,2025-11,0.12
ORD-11188,2025-01-08,2025-01-12,Kabir Sharma,Consumer,North,Beauty,Hair Dryer,5,0.05,4037.5,807.5,Express,4,2025-01,0.2
ORD-11189,2024-07-23,2024-07-24,Kabir Malhotra,Small Business,East,Furniture,Office Chair,5,0.1,66073.5,9250.29,Standard,1,2024-07,0.14
ORD-11190,2025-05-13,2025-05-18,Rohan Das,Consumer,East,Groceries,Snacks Combo,2,0.15,1152.6,23.05,Standard,5,2025-05,0.02
ORD-11191,2024-09-18,2024-09-19,Aditya Gupta,Consumer,South,Beauty,Perfume,2,0.0,5134.0,1129.48,Standard,1,2024-09,0.22
ORD-11192,2025-04-08,2025-04-12,Kavya Verma,Consumer,East,Groceries,Dairy Pack,1,0.0,1273.0,101.84,Standard,4,2025-04,0.08
ORD-11193,2024-08-29,2024-09-03,Saanvi Reddy,Corporate,West,Groceries,Rice Pack,1,0.1,1131.3,45.25,Standard,5,2024-08,0.04
ORD-11194,2025-06-03,2025-06-07,Zara Singh,Corporate,South,Furniture,Sofa,1,0.0,16156.0,2908.08,Express,4,2025-06,0.18
ORD-11195,2025-07-13,2025-07-20,Meera Chatterjee,Small Business,East,Furniture,Sofa,2,0.05,13085.3,2093.65,Standard,7,2025-07,0.16
ORD-11196,2024-01-31,2024-02-05,Ishaan Joshi,Corporate,West,Groceries,Snacks Combo,5,0.0,7190.0,575.2,Standard,5,2024-01,0.08
ORD-11197,2024-11-27,2024-12-02,Om Nair,Small Business,South,Furniture,Sofa,2,0.05,24525.2,3924.03,Express,5,2024-11,0.16
ORD-11198,2025-08-14,2025-08-20,Rohan Rao,Small Business,Central,Beauty,Skincare Kit,3,0.1,1439.1,259.04,Express,6,2025-08,0.18
ORD-11199,2024-02-13,2024-02-17,Kavya Das,Consumer,Central,Beauty,Perfume,3,0.05,2773.05,554.61,Express,4,2024-02,0.2
ORD-11200,2025-05-04,2025-05-06,Om Sharma,Corporate,South,Beauty,Perfume,2,0.0,988.0,217.36,Same Day,2,2025-05,0.22
ORD-11201,2024-06-19,2024-06-25,Vihaan Patel,Consumer,South,Groceries,Beverages,4,0.1,3517.2,140.69,Standard,6,2024-06,0.04
ORD-11202,2024-11-01,2024-11-07,Sneha Sharma,Small Business,South,Furniture,Bookshelf,5,0.1,22869.0,3201.66,Same Day,6,2024-11,0.14
ORD-11203,2025-09-10,2025-09-15,Priya Verma,Consumer,West,Beauty,Hair Dryer,5,0.2,10196.0,1427.44,Same Day,5,2025-09,0.14
ORD-11204,2024-09-06,2024-09-08,Aditya Malhotra,Consumer,East,Electronics,Tablet,2,0.0,86574.0,10388.88,Same Day,2,2024-09,0.12
ORD-11205,2025-06-04,2025-06-06,Saanvi Chatterjee,Consumer,West,Electronics,Tablet,2,0.2,65675.2,2627.01,Standard,2,2025-06,0.04
ORD-11206,2024-05-15,2024-05-22,Vihaan Khan,Consumer,West,Beauty,Hair Dryer,1,0.2,1104.8,154.67,Express,7,2024-05,0.14
ORD-11207,2025-01-11,2025-01-16,Aditya Kapoor,Corporate,East,Beauty,Skincare Kit,5,0.25,4301.25,516.15,Standard,5,2025-01,0.12
ORD-11208,2024-02-21,2024-02-28,Arjun Mehta,Small Business,Central,Beauty,Skincare Kit,4,0.1,9907.2,1783.3,Same Day,7,2024-02,0.18
ORD-11209,2024-06-13,2024-06-14,Diya Singh,Consumer,East,Electronics,Headphones,1,0.0,19921.0,2390.52,Express,1,2024-06,0.12
ORD-11210,2024-10-05,2024-10-11,Diya Nair,Corporate,West,Clothing,Sneakers,2,0.1,4766.4,1000.94,Standard,6,2024-10,0.21
ORD-11211,2024-11-28,2024-11-29,Vivaan Joshi,Consumer,East,Furniture,Bed Frame,3,0.05,30583.35,4893.34,Standard,1,2024-11,0.16
ORD-11212,2025-07-15,2025-07-18,Neha Patel,Consumer,Central,Groceries,Beverages,4,0.0,3680.0,294.4,Express,3,2025-07,0.08
ORD-11213,2025-06-02,2025-06-09,Vivaan Chatterjee,Corporate,Central,Groceries,Dairy Pack,2,0.1,1234.8,49.39,Express,7,2025-06,0.04
ORD-11214,2024-09-19,2024-09-24,Priya Singh,Corporate,West,Furniture,Office Chair,3,0.05,45175.35,7228.06,Standard,5,2024-09,0.16
ORD-11215,2025-06-17,2025-06-20,Saanvi Chatterjee,Consumer,North,Beauty,Skincare Kit,1,0.0,678.0,149.16,Standard,3,2025-06,0.22
ORD-11216,2025-04-08,2025-04-10,Meera Iyer,Consumer,Central,Electronics,Headphones,3,0.2,34420.8,1376.83,Standard,2,2025-04,0.04
ORD-11217,2025-01-30,2025-01-31,Kabir Chatterjee,Consumer,South,Electronics,Smartphone,2,0.2,44550.4,1782.02,Standard,1,2025-01,0.04
ORD-11218,2024-11-29,2024-12-04,Ishaan Joshi,Consumer,North,Groceries,Beverages,5,0.0,2475.0,198.0,Standard,5,2024-11,0.08
ORD-11219,2025-07-08,2025-07-15,Kabir Verma,Consumer,West,Furniture,Study Table,2,0.05,4193.3,670.93,Standard,7,2025-07,0.16
ORD-11220,2024-11-04,2024-11-05,Tanvi Khan,Small Business,South,Groceries,Dairy Pack,5,0.0,6695.0,535.6,Standard,1,2024-11,0.08
ORD-11221,2025-04-22,2025-04-26,Rahul Chatterjee,Consumer,West,Clothing,Formal Shirt,2,0.15,4707.3,894.39,Standard,4,2025-04,0.19
ORD-11222,2025-03-24,2025-03-31,Ishaan Reddy,Consumer,South,Groceries,Rice Pack,1,0.05,249.85,14.99,Express,7,2025-03,0.06
ORD-11223,2025-04-04,2025-04-10,Ishaan Gupta,Corporate,Central,Furniture,Bookshelf,1,0.0,21395.0,3851.1,Express,6,2025-04,0.18
ORD-11224,2025-12-05,2025-12-12,Ishaan Singh,Consumer,West,Electronics,Tablet,4,0.0,32092.0,3851.04,Standard,7,2025-12,0.12
ORD-11225,2024-11-14,2024-11-20,Aditya Reddy,Consumer,East,Clothing,Sneakers,1,0.1,655.2,137.59,Standard,6,2024-11,0.21
ORD-11226,2024-09-01,2024-09-04,Zara Kapoor,Consumer,Central,Clothing,Jeans,4,0.15,3281.0,623.39,Express,3,2024-09,0.19
ORD-11227,2024-03-07,2024-03-10,Aarav Reddy,Corporate,East,Clothing,T-Shirt,4,0.0,15616.0,3904.0,Standard,3,2024-03,0.25
ORD-11228,2024-02-10,2024-02-16,Om Mehta,Consumer,Central,Beauty,Skincare Kit,2,0.1,1627.2,292.9,Express,6,2024-02,0.18
ORD-11229,2024-07-14,2024-07-16,Vivaan Gupta,Consumer,North,Electronics,Headphones,1,0.05,26315.95,2631.6,Express,2,2024-07,0.1
ORD-11230,2024-03-26,2024-03-29,Rahul Malhotra,Consumer,West,Beauty,Skincare Kit,4,0.15,7225.0,1156.0,Standard,3,2024-03,0.16
ORD-11231,2025-02-03,2025-02-06,Kavya Reddy,Consumer,West,Furniture,Office Chair,5,0.0,48460.0,8722.8,Express,3,2025-02,0.18
ORD-11232,2025-03-08,2025-03-09,Ananya Verma,Consumer,South,Electronics,Smartwatch,2,0.05,32548.9,3254.89,Standard,1,2025-03,0.1
ORD-11233,2024-05-05,2024-05-09,Kavya Reddy,Consumer,South,Groceries,Cooking Oil,2,0.1,1917.0,76.68,Express,4,2024-05,0.04
ORD-11234,2025-12-25,2025-12-30,Saanvi Singh,Small Business,North,Clothing,Sneakers,3,0.25,2193.75,329.06,Standard,5,2025-12,0.15
ORD-11235,2024-10-11,2024-10-13,Tanvi Verma,Small Business,North,Groceries,Beverages,1,0.2,788.0,-0.0,Express,2,2024-10,-0.0
ORD-11236,2025-04-02,2025-04-07,Om Iyer,Corporate,North,Electronics,Tablet,1,0.1,3942.0,315.36,Express,5,2025-04,0.08
ORD-11237,2024-05-15,2024-05-21,Priya Verma,Small Business,West,Furniture,Sofa,3,0.0,27750.0,4995.0,Express,6,2024-05,0.18
ORD-11238,2024-10-30,2024-11-02,Rahul Joshi,Consumer,East,Electronics,Tablet,1,0.05,36104.75,3610.47,Standard,3,2024-10,0.1
ORD-11239,2025-11-25,2025-11-30,Aditya Kapoor,Consumer,West,Beauty,Trimmer,2,0.0,4142.0,911.24,Express,5,2025-11,0.22
ORD-11240,2024-10-07,2024-10-13,Zara Mehta,Consumer,South,Clothing,T-Shirt,2,0.1,5396.4,1133.24,Standard,6,2024-10,0.21
ORD-11241,2024-03-28,2024-03-29,Kabir Rao,Consumer,East,Beauty,Makeup Kit,1,0.1,1771.2,318.82,Standard,1,2024-03,0.18
ORD-11242,2025-01-17,2025-01-22,Meera Chatterjee,Consumer,North,Groceries,Snacks Combo,5,0.0,6405.0,512.4,Standard,5,2025-01,0.08
ORD-11243,2025-03-18,2025-03-22,Priya Chatterjee,Small Business,South,Beauty,Skincare Kit,1,0.0,1824.0,401.28,Standard,4,2025-03,0.22
ORD-11244,2024-05-21,2024-05-23,Rohan Joshi,Small Business,North,Groceries,Cooking Oil,1,0.25,120.75,-2.42,Standard,2,2024-05,-0.02
ORD-11245,2025-02-19,2025-02-22,Saanvi Singh,Small Business,West,Clothing,Jacket,2,0.25,5286.0,792.9,Express,3,2025-02,0.15
ORD-11246,2025-01-13,2025-01-14,Ishaan Patel,Corporate,North,Beauty,Makeup Kit,4,0.0,8920.0,1962.4,Express,1,2025-01,0.22
ORD-11247,2024-12-19,2024-12-21,Sneha Patel,Corporate,East,Clothing,Jacket,5,0.15,11598.25,2203.67,Standard,2,2024-12,0.19
ORD-11248,2025-11-13,2025-11-17,Ishaan Sharma,Corporate,South,Clothing,Jeans,2,0.05,1164.7,267.88,Standard,4,2025-11,0.23
ORD-11249,2025-06-05,2025-06-10,Aarav Patel,Corporate,Central,Furniture,Study Table,2,0.0,42124.0,7582.32,Same Day,5,2025-06,0.18
ORD-11250,2024-09-13,2024-09-18,Vihaan Mehta,Consumer,Central,Groceries,Rice Pack,5,0.1,3847.5,153.9,Standard,5,2024-09,0.04
ORD-11251,2025-03-28,2025-03-29,Aarav Chatterjee,Consumer,North,Groceries,Dairy Pack,2,0.0,2618.0,209.44,Standard,1,2025-03,0.08
ORD-11252,2024-05-11,2024-05-12,Ananya Das,Small Business,North,Groceries,Snacks Combo,4,0.15,4073.2,81.46,Standard,1,2024-05,0.02
ORD-11253,2024-05-13,2024-05-17,Neha Nair,Small Business,East,Electronics,Smartwatch,5,0.1,95004.0,7600.32,Standard,4,2024-05,0.08
ORD-11254,2025-04-17,2025-04-24,Vihaan Gupta,Small Business,North,Beauty,Makeup Kit,3,0.0,8097.0,1781.34,Express,7,2025-04,0.22
ORD-11255,2024-07-11,2024-07-13,Om Singh,Small Business,South,Beauty,Perfume,4,0.2,4224.0,591.36,Standard,2,2024-07,0.14
ORD-11256,2024-09-10,2024-09-11,Aditya Verma,Consumer,West,Clothing,T-Shirt,1,0.0,2773.0,693.25,Express,1,2024-09,0.25
ORD-11257,2025-11-27,2025-11-28,Neha Mehta,Small Business,Central,Furniture,Sofa,1,0.1,17925.3,2509.54,Express,1,2025-11,0.14
ORD-11258,2025-10-23,2025-10-28,Sneha Kapoor,Consumer,South,Beauty,Skincare Kit,2,0.1,3655.8,658.04,Express,5,2025-10,0.18
ORD-11259,2025-02-09,2025-02-12,Kabir Rao,Consumer,South,Clothing,T-Shirt,4,0.0,10484.0,2621.0,Standard,3,2025-02,0.25
ORD-11260,2025-05-01,2025-05-08,Vihaan Khan,Consumer,South,Electronics,Laptop,3,0.0,39852.0,4782.24,Standard,7,2025-05,0.12
ORD-11261,2024-08-17,2024-08-20,Ananya Khan,Consumer,Central,Electronics,Laptop,4,0.0,219060.0,26287.2,Standard,3,2024-08,0.12
ORD-11262,2024-08-17,2024-08-24,Zara Singh,Corporate,East,Beauty,Skincare Kit,4,0.25,4422.0,530.64,Standard,7,2024-08,0.12
ORD-11263,2025-11-08,2025-11-12,Om Reddy,Consumer,Central,Beauty,Skincare Kit,4,0.05,9792.6,1958.52,Standard,4,2025-11,0.2
ORD-11264,2025-04-01,2025-04-02,Vihaan Kapoor,Small Business,West,Furniture,Bed Frame,4,0.0,74684.0,13443.12,Express,1,2025-04,0.18
ORD-11265,2025-04-09,2025-04-16,Vivaan Iyer,Consumer,West,Beauty,Makeup Kit,2,0.05,2017.8,403.56,Same Day,7,2025-04,0.2
ORD-11266,2025-02-28,2025-03-04,Kavya Rao,Consumer,Central,Furniture,Office Chair,1,0.0,6164.0,1109.52,Express,4,2025-02,0.18
ORD-11267,2025-04-23,2025-04-24,Arjun Rao,Consumer,West,Groceries,Beverages,5,0.0,6810.0,544.8,Same Day,1,2025-04,0.08
ORD-11268,2025-10-11,2025-10-12,Vihaan Singh,Corporate,North,Beauty,Perfume,1,0.15,1266.5,202.64,Standard,1,2025-10,0.16
ORD-11269,2025-12-14,2025-12-15,Tanvi Iyer,Consumer,West,Groceries,Dairy Pack,3,0.0,2397.0,191.76,Standard,1,2025-12,0.08
ORD-11270,2025-02-02,2025-02-05,Kabir Nair,Consumer,Central,Groceries,Beverages,4,0.05,4761.4,285.68,Express,3,2025-02,0.06
ORD-11271,2025-09-13,2025-09-19,Ishaan Gupta,Consumer,South,Groceries,Beverages,2,0.0,2290.0,183.2,Standard,6,2025-09,0.08
ORD-11272,2024-03-05,2024-03-09,Ishaan Verma,Consumer,West,Groceries,Snacks Combo,4,0.0,5224.0,417.92,Standard,4,2024-03,0.08
ORD-11273,2025-07-11,2025-07-13,Saanvi Verma,Consumer,Central,Groceries,Snacks Combo,5,0.05,5624.0,337.44,Standard,2,2025-07,0.06
ORD-11274,2024-11-29,2024-12-03,Ananya Sharma,Consumer,North,Clothing,Jeans,2,0.1,1535.4,322.43,Standard,4,2024-11,0.21
ORD-11275,2024-02-13,2024-02-16,Rohan Singh,Corporate,Central,Furniture,Sofa,3,0.0,6780.0,1220.4,Standard,3,2024-02,0.18
ORD-11276,2024-05-17,2024-05-20,Kabir Joshi,Corporate,East,Furniture,Bed Frame,2,0.1,30807.0,4312.98,Standard,3,2024-05,0.14
ORD-11277,2024-06-17,2024-06-22,Ananya Das,Corporate,West,Furniture,Office Chair,1,0.05,11584.3,1853.49,Standard,5,2024-06,0.16
ORD-11278,2024-05-27,2024-06-01,Diya Iyer,Consumer,West,Clothing,Jeans,4,0.2,12220.8,2077.54,Standard,5,2024-05,0.17
ORD-11279,2024-08-15,2024-08-19,Kavya Rao,Small Business,South,Clothing,Jeans,4,0.2,6163.2,1047.74,Express,4,2024-08,0.17
ORD-11280,2024-07-28,2024-08-03,Neha Patel,Small Business,Central,Clothing,Formal Shirt,3,0.1,6091.2,1279.15,Standard,6,2024-07,0.21
ORD-11281,2024-06-21,2024-06-22,Kabir Mehta,Consumer,Central,Clothing,Jeans,2,0.1,869.4,182.57,Standard,1,2024-06,0.21
ORD-11282,2025-03-21,2025-03-22,Zara Chatterjee,Consumer,North,Electronics,Smartphone,2,0.15,55445.5,3326.73,Express,1,2025-03,0.06
ORD-11283,2025-11-02,2025-11-09,Vivaan Joshi,Consumer,West,Beauty,Hair Dryer,1,0.15,1833.45,293.35,Standard,7,2025-11,0.16
ORD-11284,2025-06-19,2025-06-21,Kavya Iyer,Small Business,North,Clothing,T-Shirt,2,0.0,6660.0,1665.0,Standard,2,2025-06,0.25
ORD-11285,2025-11-13,2025-11-16,Meera Khan,Corporate,North,Beauty,Makeup Kit,4,0.0,10196.0,2243.12,Standard,3,2025-11,0.22
ORD-11286,2025-11-04,2025-11-07,Vihaan Malhotra,Corporate,North,Furniture,Sofa,4,0.1,25207.2,3529.01,Express,3,2025-11,0.14
ORD-11287,2024-09-20,2024-09-27,Vivaan Kapoor,Consumer,South,Clothing,Jeans,2,0.15,6035.0,1146.65,Standard,7,2024-09,0.19
ORD-11288,2024-04-20,2024-04-27,Ananya Mehta,Consumer,South,Beauty,Hair Dryer,1,0.05,2311.35,462.27,Same Day,7,2024-04,0.2
ORD-11289,2025-03-26,2025-03-30,Zara Khan,Consumer,North,Electronics,Smartwatch,2,0.1,33384.6,2670.77,Express,4,2025-03,0.08
ORD-11290,2025-09-13,2025-09-18,Neha Iyer,Corporate,Central,Beauty,Makeup Kit,1,0.1,490.5,88.29,Standard,5,2025-09,0.18
ORD-11291,2024-10-30,2024-11-04,Zara Das,Small Business,South,Furniture,Study Table,4,0.0,65160.0,11728.8,Standard,5,2024-10,0.18
ORD-11292,2024-07-03,2024-07-07,Rahul Sharma,Consumer,North,Furniture,Sofa,3,0.2,21031.2,2103.12,Standard,4,2024-07,0.1
ORD-11293,2024-09-18,2024-09-24,Rohan Patel,Corporate,North,Clothing,Jeans,1,0.0,3334.0,833.5,Express,6,2024-09,0.25
ORD-11294,2025-03-08,2025-03-09,Diya Joshi,Consumer,South,Furniture,Office Chair,2,0.1,18786.6,2630.12,Standard,1,2025-03,0.14
ORD-11295,2025-07-04,2025-07-10,Arjun Kapoor,Corporate,East,Beauty,Makeup Kit,5,0.2,3516.0,492.24,Standard,6,2025-07,0.14
ORD-11296,2025-06-08,2025-06-15,Saanvi Malhotra,Consumer,East,Groceries,Dairy Pack,2,0.0,1474.0,117.92,Standard,7,2025-06,0.08
ORD-11297,2024-10-13,2024-10-17,Om Joshi,Consumer,East,Furniture,Sofa,1,0.0,6820.0,1227.6,Standard,4,2024-10,0.18
ORD-11298,2024-04-17,2024-04-21,Rohan Reddy,Corporate,South,Furniture,Bed Frame,4,0.0,43756.0,7876.08,Standard,4,2024-04,0.18
ORD-11299,2025-12-21,2025-12-24,Vivaan Mehta,Consumer,North,Electronics,Smartwatch,1,0.05,14972.0,1497.2,Standard,3,2025-12,0.1
ORD-11300,2025-12-23,2025-12-29,Om Das,Corporate,South,Beauty,Trimmer,1,0.0,1479.0,325.38,Standard,6,2025-12,0.22
ORD-11301,2024-09-09,2024-09-14,Sneha Khan,Small Business,North,Electronics,Laptop,4,0.05,213126.8,21312.68,Standard,5,2024-09,0.1
ORD-11302,2025-11-15,2025-11-22,Ishaan Kapoor,Small Business,North,Beauty,Makeup Kit,3,0.0,2268.0,498.96,Standard,7,2025-11,0.22
ORD-11303,2024-09-22,2024-09-25,Aarav Verma,Consumer,South,Electronics,Headphones,3,0.0,98676.0,11841.12,Standard,3,2024-09,0.12
ORD-11304,2025-01-05,2025-01-09,Saanvi Malhotra,Consumer,North,Clothing,Formal Shirt,2,0.0,1930.0,482.5,Standard,4,2025-01,0.25
ORD-11305,2025-05-21,2025-05-22,Saanvi Rao,Consumer,East,Groceries,Rice Pack,2,0.25,613.5,-12.27,Standard,1,2025-05,-0.02
ORD-11306,2025-05-06,2025-05-11,Zara Nair,Corporate,East,Groceries,Rice Pack,2,0.1,1666.8,66.67,Express,5,2025-05,0.04
ORD-11307,2024-06-13,2024-06-17,Kabir Nair,Consumer,West,Electronics,Smartphone,5,0.1,213066.0,17045.28,Standard,4,2024-06,0.08
ORD-11308,2025-01-27,2025-02-03,Diya Gupta,Consumer,Central,Beauty,Perfume,3,0.1,2524.5,454.41,Standard,7,2025-01,0.18
ORD-11309,2025-06-26,2025-06-28,Aarav Chatterjee,Small Business,South,Beauty,Trimmer,5,0.05,9124.75,1824.95,Express,2,2025-06,0.2
ORD-11310,2024-03-17,2024-03-24,Diya Reddy,Consumer,East,Furniture,Study Table,3,0.0,71196.0,12815.28,Express,7,2024-03,0.18
ORD-11311,2024-03-28,2024-04-01,Rahul Singh,Consumer,East,Groceries,Rice Pack,4,0.0,2724.0,217.92,Express,4,2024-03,0.08
ORD-11312,2024-05-15,2024-05-22,Zara Verma,Small Business,West,Clothing,Jacket,2,0.05,5903.3,1357.76,Express,7,2024-05,0.23
ORD-11313,2025-01-15,2025-01-19,Kavya Kapoor,Corporate,East,Electronics,Headphones,2,0.25,58885.5,1177.71,Same Day,4,2025-01,0.02
ORD-11314,2025-10-24,2025-10-28,Ishaan Singh,Consumer,West,Clothing,Sneakers,4,0.05,9481.0,2180.63,Standard,4,2025-10,0.23
ORD-11315,2025-06-05,2025-06-08,Ishaan Patel,Small Business,West,Beauty,Skincare Kit,5,0.05,8113.0,1622.6,Express,3,2025-06,0.2
ORD-11316,2025-03-21,2025-03-27,Kabir Joshi,Consumer,East,Clothing,Jeans,4,0.05,14576.8,3352.66,Standard,6,2025-03,0.23
ORD-11317,2024-01-29,2024-02-03,Ananya Singh,Consumer,East,Furniture,Sofa,3,0.0,39465.0,7103.7,Same Day,5,2024-01,0.18
ORD-11318,2025-04-09,2025-04-16,Ananya Reddy,Consumer,Central,Electronics,Smartwatch,4,0.05,66180.8,6618.08,Same Day,7,2025-04,0.1
ORD-11319,2025-10-24,2025-10-27,Om Reddy,Small Business,East,Electronics,Tablet,2,0.0,64728.0,7767.36,Standard,3,2025-10,0.12
ORD-11320,2025-02-08,2025-02-11,Rahul Nair,Consumer,East,Furniture,Study Table,2,0.25,37206.0,2976.48,Standard,3,2025-02,0.08
ORD-11321,2025-07-08,2025-07-11,Sneha Gupta,Consumer,West,Clothing,Formal Shirt,1,0.05,1920.9,441.81,Standard,3,2025-07,0.23
ORD-11322,2025-08-07,2025-08-10,Aarav Nair,Small Business,Central,Furniture,Bed Frame,5,0.1,81886.5,11464.11,Standard,3,2025-08,0.14
ORD-11323,2025-09-15,2025-09-19,Diya Patel,Small Business,South,Groceries,Cooking Oil,4,0.0,3164.0,253.12,Express,4,2025-09,0.08
ORD-11324,2025-07-29,2025-07-31,Aarav Joshi,Consumer,North,Clothing,Formal Shirt,2,0.05,2173.6,499.93,Standard,2,2025-07,0.23
ORD-11325,2025-01-25,2025-01-27,Tanvi Singh,Consumer,East,Groceries,Rice Pack,3,0.0,3360.0,268.8,Standard,2,2025-01,0.08
ORD-11326,2024-08-22,2024-08-26,Arjun Sharma,Consumer,North,Furniture,Bookshelf,5,0.1,62275.5,8718.57,Standard,4,2024-08,0.14
ORD-11327,2025-04-06,2025-04-08,Kabir Khan,Corporate,West,Furniture,Sofa,4,0.1,39481.2,5527.37,Standard,2,2025-04,0.14
ORD-11328,2024-10-18,2024-10-20,Sneha Rao,Corporate,West,Groceries,Dairy Pack,5,0.05,2888.0,173.28,Standard,2,2024-10,0.06
ORD-11329,2025-02-15,2025-02-18,Meera Mehta,Consumer,West,Beauty,Perfume,1,0.0,2126.0,467.72,Express,3,2025-02,0.22
ORD-11330,2025-11-02,2025-11-06,Ishaan Verma,Small Business,West,Electronics,Laptop,5,0.0,294585.0,35350.2,Express,4,2025-11,0.12
ORD-11331,2024-08-17,2024-08-23,Diya Nair,Corporate,North,Furniture,Study Table,4,0.1,76399.2,10695.89,Same Day,6,2024-08,0.14
ORD-11332,2025-04-26,2025-04-29,Rohan Kapoor,Consumer,Central,Groceries,Snacks Combo,5,0.15,3931.25,78.62,Standard,3,2025-04,0.02
ORD-11333,2024-04-16,2024-04-17,Aditya Gupta,Consumer,South,Furniture,Sofa,1,0.1,9976.5,1396.71,Standard,1,2024-04,0.14
